Date,Symbol,SecurityName,ClientName,Buy/Sell,QuantityTraded,TradePrice/Wght.Avg.Price,Remarks
30-JUN-2026,GENUSPOWER,Genus Power Infrastru Ltd,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,BUY,"3,42,032",288.73,-
30-JUN-2026,GENUSPOWER,Genus Power Infrastru Ltd,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,SELL,"17,76,028",292.42,-
30-JUN-2026,GENUSPOWER,Genus Power Infrastru Ltd,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,BUY,"19,09,034",295.58,-
30-JUN-2026,GENUSPOWER,Genus Power Infrastru Ltd,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,SELL,"21,44,034",291.55,-
30-JUN-2026,GENUSPOWER,Genus Power Infrastru Ltd,PROFITEX SHARES & SECURITIES PRIVATE LIMITED,BUY,"44,82,759",290.00,-
30-JUN-2026,GOCOLORS,Go Fashion India Ltd,RAMDOOT REALTORS PVT LTD,SELL,"2,04,636",391.19,-
30-JUN-2026,GOCOLORS,Go Fashion India Ltd,RAMDOOT REALTORS PVT LTD,BUY,"2,70,123",393.53,-
30-JUN-2026,INDOTECH,Indo Tech Transformers Li,SHIRDI SAI ELECTRICALS LIMITED,SELL,"68,048","3,231.23",-
30-JUN-2026,INDOWIND,Indowind Energy Limited,INDUS CAPITAL PRIVATE LIMITED,BUY,"22,78,711",9.22,-
30-JUN-2026,INDOWIND,Indowind Energy Limited,INDUS FINANCE CORPORATION LTD,SELL,"20,00,000",9.20,-
30-JUN-2026,IVALUE,Ivalue Infosolutions Ltd,360 ONE PIPE FUND,BUY,"19,23,000",260.00,-
30-JUN-2026,IVALUE,Ivalue Infosolutions Ltd,BENGAL FINANCE & INVESTMENT PVT. LTD.,BUY,"3,00,000",262.13,-
30-JUN-2026,IVALUE,Ivalue Infosolutions Ltd,D3 STOCK VISION LLP,SELL,"3,17,258",261.12,-
30-JUN-2026,IVALUE,Ivalue Infosolutions Ltd,D3 STOCK VISION LLP,BUY,"3,24,758",260.27,-
30-JUN-2026,IVALUE,Ivalue Infosolutions Ltd,DHWAJA SHARES & SECURITIES PVT LTD,SELL,"82,671",265.57,-
30-JUN-2026,IVALUE,Ivalue Infosolutions Ltd,DHWAJA SHARES & SECURITIES PVT LTD,BUY,"3,17,500",261.44,-
30-JUN-2026,IVALUE,Ivalue Infosolutions Ltd,F3 ADVISORS PRIVATE LIMITED,SELL,"5,63,347",261.58,-
30-JUN-2026,IVALUE,Ivalue Infosolutions Ltd,F3 ADVISORS PRIVATE LIMITED,BUY,"6,09,747",260.63,-
30-JUN-2026,IVALUE,Ivalue Infosolutions Ltd,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,SELL,"5,00,374",262.02,-
30-JUN-2026,IVALUE,Ivalue Infosolutions Ltd,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,BUY,"5,00,392",260.10,-
30-JUN-2026,IVALUE,Ivalue Infosolutions Ltd,NEO APEX VENTURE LLP,BUY,"4,85,679",260.33,-
30-JUN-2026,IVALUE,Ivalue Infosolutions Ltd,NEO APEX VENTURE LLP,SELL,"4,85,679",261.02,-
30-JUN-2026,IVALUE,Ivalue Infosolutions Ltd,SUNDARA (MAURITIUS) LIMITED,SELL,"56,98,416",260.20,-
30-JUN-2026,JAGSNPHARM,Jagsonpal Pharma Ltd.,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"6,57,943",254.53,-
30-JUN-2026,JAGSNPHARM,Jagsonpal Pharma Ltd.,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"6,57,943",254.37,-
30-JUN-2026,JAGSNPHARM,Jagsonpal Pharma Ltd.,QE SECURITIES LLP,SELL,"3,92,667",258.66,-
30-JUN-2026,JAGSNPHARM,Jagsonpal Pharma Ltd.,QE SECURITIES LLP,BUY,"3,96,452",248.84,-
30-JUN-2026,KRISHNADEF,Krishna Def and Ald Ind L,360 ONE PIPE FUND,BUY,"4,41,646","1,203.47",-
30-JUN-2026,KRISHNADEF,Krishna Def and Ald Ind L,ANKUR ASHWIN SHAH,SELL,"4,00,000","1,202.04",-
30-JUN-2026,KRISHNADEF,Krishna Def and Ald Ind L,BHAVIN YASHODHAN MEHTA,SELL,"1,15,588","1,203.66",-
30-JUN-2026,KRISHNADEF,Krishna Def and Ald Ind L,BHAVIN YASHODHAN MEHTA,BUY,"1,15,588","1,201.21",-
30-JUN-2026,KRISHNADEF,Krishna Def and Ald Ind L,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,SELL,"2,06,311","1,211.21",-
30-JUN-2026,KRISHNADEF,Krishna Def and Ald Ind L,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,BUY,"2,24,597","1,201.20",-
30-JUN-2026,KRISHNADEF,Krishna Def and Ald Ind L,NEO APEX SHARE BROKING SERVICES LLP,SELL,"73,462","1,202.57",-
30-JUN-2026,KRISHNADEF,Krishna Def and Ald Ind L,NEO APEX SHARE BROKING SERVICES LLP,BUY,"93,462","1,204.20",-
30-JUN-2026,KRISHNADEF,Krishna Def and Ald Ind L,PALLAVI ASHWIN SHAH,SELL,"1,50,000","1,204.93",-
30-JUN-2026,KRISHNADEF,Krishna Def and Ald Ind L,PREYAL ANKUR SHAH,SELL,"1,50,000","1,203.71",-
30-JUN-2026,KRISHNADEF,Krishna Def and Ald Ind L,SWETABEN HARDIK SHAH,BUY,"91,961","1,201.27",-
30-JUN-2026,KRISHNADEF,Krishna Def and Ald Ind L,SWETABEN HARDIK SHAH,SELL,"91,961","1,205.38",-
30-JUN-2026,LAMOSAIC,Lamosaic India Limited,ABDULRASUL AKBARALI HAMID,BUY,"60,000",33.50,-
30-JUN-2026,LAMOSAIC,Lamosaic India Limited,NIDHI HASMUKH SOLANKI,BUY,"74,400",33.50,-
30-JUN-2026,LAMOSAIC,Lamosaic India Limited,VISHAL MAHESH WAGHELA,SELL,"2,09,400",33.50,-
30-JUN-2026,MADHUSUDAN,Madhusudan Masala Limited,COMPACT STRUCTURE FUND,SELL,"97,000",215.31,-
30-JUN-2026,MAGSON,Magson Retail And Dist L,ORVANTA CORPORATION LLP,BUY,"1,10,000",170.00,-
30-JUN-2026,MARKOLINES,Markolines Pavement Tec L,HI KLASS TRADING & INVESTMENT LIMITED,SELL,"50,782",180.05,-
30-JUN-2026,MARKOLINES,Markolines Pavement Tec L,HI KLASS TRADING & INVESTMENT LIMITED,BUY,"1,16,919",179.69,-
30-JUN-2026,MARKOLINES,Markolines Pavement Tec L,VISTAAR TRADING SERVICE PRIVATE LIMITED,SELL,"1,35,958",179.77,-
30-JUN-2026,MARKOLINES,Markolines Pavement Tec L,VISTAAR TRADING SERVICE PRIVATE LIMITED,BUY,"1,35,958",179.29,-
30-JUN-2026,MFML,Mahalaxmi Fabric Mills Lt,RIKANT  PITTIE,SELL,"54,577",21.15,-
30-JUN-2026,MHLXMIRU,Mahalaxmi Rubtech Limited,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,SELL,"1,02,000",121.13,-
30-JUN-2026,MOREPENLAB,Morepan Laboratories Ltd.,HRTI PRIVATE LIMITED,SELL,"21,98,115",59.05,-
30-JUN-2026,MOREPENLAB,Morepan Laboratories Ltd.,HRTI PRIVATE LIMITED,BUY,"28,34,192",58.91,-
30-JUN-2026,MOTISONS,Motisons Jewellers Ltd,ARIHANT CAPITAL MARKETS LIMITED,BUY,"62,06,387",14.06,-
30-JUN-2026,MOTISONS,Motisons Jewellers Ltd,ARIHANT CAPITAL MARKETS LIMITED,SELL,"70,70,182",14.05,-
30-JUN-2026,NARMADA,Narmada Agrobase Limited,MSB E TRADE SECURITIES LIMITED,SELL,"3,76,657",40.20,-
30-JUN-2026,NARMADA,Narmada Agrobase Limited,MSB E TRADE SECURITIES LIMITED,BUY,"3,76,657",39.99,-
30-JUN-2026,NARMADA,Narmada Agrobase Limited,QE SECURITIES LLP,BUY,"2,23,778",40.02,-
30-JUN-2026,NARMADA,Narmada Agrobase Limited,QE SECURITIES LLP,SELL,"2,25,403",40.21,-
30-JUN-2026,NARMADA,Narmada Agrobase Limited,SACHIN GOVINDLAL MODI,SELL,"3,47,195",40.30,-
30-JUN-2026,NARMADA,Narmada Agrobase Limited,SACHIN GOVINDLAL MODI,BUY,"5,64,720",40.26,-
30-JUN-2026,OLAELEC,Ola Electric Mobility Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,"3,91,35,592",43.63,-
30-JUN-2026,OLAELEC,Ola Electric Mobility Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,"3,91,35,592",43.63,-
30-JUN-2026,OLIL,Oneclick Logistics Ind L,BONANZA PORTFOLIO LTD,BUY,"44,000",421.50,-
30-JUN-2026,PROZONER,Prozone Realty Limited,APAX TRUST,BUY,"13,02,881",44.67,-
30-JUN-2026,RAMCOSYS,Ramco Systems Limited,HRTI PRIVATE LIMITED,SELL,"7,32,281",827.50,-
30-JUN-2026,RAMCOSYS,Ramco Systems Limited,HRTI PRIVATE LIMITED,BUY,"7,33,291",829.03,-
30-JUN-2026,RAMCOSYS,Ramco Systems Limited,IRAGE BROKING SERVICES LLP,SELL,"3,27,277",829.14,-
30-JUN-2026,RAMCOSYS,Ramco Systems Limited,IRAGE BROKING SERVICES LLP,BUY,"4,54,595",841.85,-
30-JUN-2026,RAMCOSYS,Ramco Systems Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"8,73,477",833.02,-
30-JUN-2026,RAMCOSYS,Ramco Systems Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"8,76,633",833.44,-
30-JUN-2026,RAMCOSYS,Ramco Systems Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,"4,21,743",835.82,-
30-JUN-2026,RAMCOSYS,Ramco Systems Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,"4,21,743",835.61,-
30-JUN-2026,RAMCOSYS,Ramco Systems Limited,MUSIGMA SECURITIES,BUY,"2,01,692",833.96,-
30-JUN-2026,RAMCOSYS,Ramco Systems Limited,MUSIGMA SECURITIES,SELL,"2,01,692",834.27,-
30-JUN-2026,RAMCOSYS,Ramco Systems Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"2,56,727",839.18,-
30-JUN-2026,RAMCOSYS,Ramco Systems Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"2,56,727",839.63,-
30-JUN-2026,RAMCOSYS,Ramco Systems Limited,QE SECURITIES LLP,BUY,"3,81,841",831.79,-
30-JUN-2026,RAMCOSYS,Ramco Systems Limited,QE SECURITIES LLP,SELL,"3,82,368",830.67,-
30-JUN-2026,RATNAVEER,Ratnaveer Precision Eng L,ARIHANT CAPITAL MARKETS LIMITED,BUY,"4,02,676",184.30,-
30-JUN-2026,RATNAVEER,Ratnaveer Precision Eng L,ARIHANT CAPITAL MARKETS LIMITED,SELL,"4,02,676",185.07,-
30-JUN-2026,RBA,Restaurant Brand Asia Ltd,RAJASTHAN GLOBAL SECURITIES PVT LTD,BUY,"8,09,094",79.50,-
30-JUN-2026,RBA,Restaurant Brand Asia Ltd,RAJASTHAN GLOBAL SECURITIES PVT LTD,SELL,"30,00,000",79.66,-
30-JUN-2026,RBA,Restaurant Brand Asia Ltd,YOGESH MANNALAL AGRAWAL,BUY,"34,40,000",79.35,-
30-JUN-2026,SAKSOFT,Saksoft Limited,BLITZQUANT RESEARCH LLP,SELL,"19,73,038",204.30,-
30-JUN-2026,SAKSOFT,Saksoft Limited,BLITZQUANT RESEARCH LLP,BUY,"19,73,038",204.20,-
30-JUN-2026,SAKSOFT,Saksoft Limited,CLT RESEARCH TECH PRIVATE LTD,BUY,"11,41,729",205.64,-
30-JUN-2026,SAKSOFT,Saksoft Limited,CLT RESEARCH TECH PRIVATE LTD,SELL,"11,41,729",205.78,-
30-JUN-2026,SAKSOFT,Saksoft Limited,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,SELL,"24,23,102",204.47,-
30-JUN-2026,SAKSOFT,Saksoft Limited,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,BUY,"24,23,172",204.07,-
30-JUN-2026,SAKSOFT,Saksoft Limited,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,SELL,"31,32,593",205.64,-
30-JUN-2026,SAKSOFT,Saksoft Limited,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,BUY,"31,59,065",205.35,-
30-JUN-2026,SAKSOFT,Saksoft Limited,GRT STRATEGIC VENTURES LLP,BUY,"12,00,336",205.19,-
30-JUN-2026,SAKSOFT,Saksoft Limited,GRT STRATEGIC VENTURES LLP,SELL,"12,00,336",205.29,-
30-JUN-2026,SAKSOFT,Saksoft Limited,HRTI PRIVATE LIMITED,SELL,"28,91,343",203.86,-
30-JUN-2026,SAKSOFT,Saksoft Limited,HRTI PRIVATE LIMITED,BUY,"30,12,011",204.14,-
30-JUN-2026,SAKSOFT,Saksoft Limited,IRAGE BROKING SERVICES LLP,SELL,"14,55,231",204.77,-
30-JUN-2026,SAKSOFT,Saksoft Limited,IRAGE BROKING SERVICES LLP,BUY,"17,97,512",202.79,-
30-JUN-2026,SAKSOFT,Saksoft Limited,J4S FINANCIAL SOLUTIONS LLP,BUY,"7,47,005",203.39,-
30-JUN-2026,SAKSOFT,Saksoft Limited,J4S FINANCIAL SOLUTIONS LLP,SELL,"7,47,005",203.68,-
30-JUN-2026,SAKSOFT,Saksoft Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,"15,46,814",204.56,-
30-JUN-2026,SAKSOFT,Saksoft Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,"15,46,814",204.64,-
30-JUN-2026,SAKSOFT,Saksoft Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"72,25,279",203.87,-
30-JUN-2026,SAKSOFT,Saksoft Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"72,78,301",203.96,-
30-JUN-2026,SAKSOFT,Saksoft Limited,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,SELL,"8,32,171",204.02,-
30-JUN-2026,SAKSOFT,Saksoft Limited,MARWADI CHANDARANA INTERMEDIARIES BROKERS PRIVATE LIMITED,BUY,"8,32,171",204.52,-
30-JUN-2026,SAKSOFT,Saksoft Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,"51,75,516",205.23,-
30-JUN-2026,SAKSOFT,Saksoft Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,"51,75,516",205.12,-
30-JUN-2026,SAKSOFT,Saksoft Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"48,81,129",203.93,-
30-JUN-2026,SAKSOFT,Saksoft Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"48,81,129",203.81,-
30-JUN-2026,SAKSOFT,Saksoft Limited,PACE COMMODITY BROKERS PRIVATE LIMITED,BUY,"7,19,157",204.00,-
30-JUN-2026,SAKSOFT,Saksoft Limited,PACE COMMODITY BROKERS PRIVATE LIMITED,SELL,"7,19,157",204.13,-
30-JUN-2026,SAKSOFT,Saksoft Limited,PLUTUS RESEARCH PRIVATE LIMITED,SELL,"11,33,449",204.66,-
30-JUN-2026,SAKSOFT,Saksoft Limited,PLUTUS RESEARCH PRIVATE LIMITED,BUY,"11,33,449",204.56,-
30-JUN-2026,SAKSOFT,Saksoft Limited,QE SECURITIES LLP,BUY,"36,29,603",205.35,-
30-JUN-2026,SAKSOFT,Saksoft Limited,QE SECURITIES LLP,SELL,"36,89,464",204.03,-
30-JUN-2026,SAKSOFT,Saksoft Limited,SHARE INDIA SECURITIES LIMITED,SELL,"12,32,299",206.72,-
30-JUN-2026,SAKSOFT,Saksoft Limited,SHARE INDIA SECURITIES LIMITED,BUY,"12,32,313",206.68,-
30-JUN-2026,SAKSOFT,Saksoft Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,"9,20,020",201.90,-
30-JUN-2026,SAKSOFT,Saksoft Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,"9,20,020",201.69,-
30-JUN-2026,SAKSOFT,Saksoft Limited,TWO ROADS TRADING PRIVATE LIMITED,BUY,"9,48,140",205.06,-
30-JUN-2026,SAKSOFT,Saksoft Limited,TWO ROADS TRADING PRIVATE LIMITED,SELL,"9,48,140",205.11,-
30-JUN-2026,SAKSOFT,Saksoft Limited,VINSUL MAKARDI LTD,SELL,"7,39,800",203.13,-
30-JUN-2026,SAKSOFT,Saksoft Limited,VINSUL MAKARDI LTD,BUY,"7,39,800",202.95,-
30-JUN-2026,SHANKARA,Shankara Bldg Product Ltd,RAJASTHAN GLOBAL SECURITIES PVT LTD,BUY,"47,091",126.02,-
30-JUN-2026,SHANKARA,Shankara Bldg Product Ltd,RAJASTHAN GLOBAL SECURITIES PVT LTD,SELL,"10,00,000",127.25,-
30-JUN-2026,SHANKARA,Shankara Bldg Product Ltd,THE BALLYGUNGE FAMILY TRUST,BUY,"10,02,497",127.25,-
30-JUN-2026,SHANTIGOLD,Shanti Gold Internation L,ARIHANT CAPITAL MARKETS LIMITED,SELL,"4,60,639",225.74,-
30-JUN-2026,SHANTIGOLD,Shanti Gold Internation L,ARIHANT CAPITAL MARKETS LIMITED,BUY,"6,04,307",226.39,-
30-JUN-2026,SIGNPOST,Signpost India Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"3,15,160",277.22,-
30-JUN-2026,SIGNPOST,Signpost India Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"3,21,416",277.40,-
30-JUN-2026,SIGNPOST,Signpost India Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,"4,53,312",278.22,-
30-JUN-2026,SIGNPOST,Signpost India Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,"4,53,312",278.30,-
30-JUN-2026,SIGNPOST,Signpost India Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"3,39,289",278.66,-
30-JUN-2026,SIGNPOST,Signpost India Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"3,39,289",278.47,-
30-JUN-2026,SIGNPOST,Signpost India Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,BUY,"3,09,893",278.18,-
30-JUN-2026,SIGNPOST,Signpost India Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,SELL,"3,09,893",278.22,-
30-JUN-2026,STYLEBAAZA,Baazar Style Retail Ltd,SHREE CAPITAL SERVICES LTD,SELL,"5,73,500",252.70,-
30-JUN-2026,TICL,Twamev Cons and Infra Ltd,SHRISH TAPURIA,SELL,"9,75,000",14.73,-
30-JUN-2026,UCL,Ushanti Colour Chem Ltd,MANISH SHIVNARAYAN PANCHOLI,BUY,"1,50,000",185.40,-
30-JUN-2026,UCL,Ushanti Colour Chem Ltd,ORVANTA CORPORATION LLP,SELL,"1,44,000",185.40,-
30-JUN-2026,URAVIDEF,URAVI DEFENCE & TECH LTD,RAKESH KUMAR AGGARWAL,SELL,"2,87,499",116.00,-
01-JUL-2026,ATALREAL,Atal Realtech Limited,ACME CAPITAL MARKET LIMITED,BUY,"4,80,999",28.09,-
01-JUL-2026,ATALREAL,Atal Realtech Limited,ACME CAPITAL MARKET LIMITED,SELL,"7,55,999",28.25,-
01-JUL-2026,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,BUY,"21,61,639",28.23,-
01-JUL-2026,ATALREAL,Atal Realtech Limited,ALTIZEN VENTURES LLP,SELL,"22,12,056",28.12,-
01-JUL-2026,ATALREAL,Atal Realtech Limited,MANISH N THAKUR,SELL,"10,89,544",28.25,-
01-JUL-2026,ATALREAL,Atal Realtech Limited,MANISH N THAKUR,BUY,"10,89,544",28.31,-
01-JUL-2026,ATALREAL,Atal Realtech Limited,NIRAJ RAJNIKANT SHAH,BUY,"13,50,000",28.03,-
01-JUL-2026,BANG,Bang Overseas Limited,SANDEEP JAIN,BUY,"84,823",31.44,-
01-JUL-2026,BHARATSE,Bharat Seats Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"4,30,465",215.91,-
01-JUL-2026,BHARATSE,Bharat Seats Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"4,35,592",216.12,-
01-JUL-2026,BHARATSE,Bharat Seats Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"6,23,329",216.06,-
01-JUL-2026,BHARATSE,Bharat Seats Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"6,25,107",216.22,-
01-JUL-2026,BHARATSE,Bharat Seats Limited,QE SECURITIES LLP,BUY,"3,51,784",214.96,-
01-JUL-2026,BHARATSE,Bharat Seats Limited,QE SECURITIES LLP,SELL,"3,57,047",214.77,-
01-JUL-2026,BMLL,Bio Medica Laboratories L,RATHOD MANOJ CHHAGANLAL HUF,BUY,"45,000",141.06,-
01-JUL-2026,BMLL,Bio Medica Laboratories L,RATHOD MANOJ CHHAGANLAL HUF,SELL,"67,000",141.06,-
01-JUL-2026,COMSYN,Commercial Syn Bags Ltd,ARIHANT CAPITAL MARKETS LIMITED,SELL,"2,86,169",175.96,-
01-JUL-2026,COMSYN,Commercial Syn Bags Ltd,ARIHANT CAPITAL MARKETS LIMITED,BUY,"3,13,922",172.53,-
01-JUL-2026,DIVGIITTS,Divgi Torqtransfer Syst L,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"1,96,102","1,026.07",-
01-JUL-2026,DIVGIITTS,Divgi Torqtransfer Syst L,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"1,97,307","1,025.35",-
01-JUL-2026,EEPL,Eppeltone Engineers Ltd,VINOD SOMANI,BUY,"1,00,000",106.84,-
01-JUL-2026,FAIRCHEMOR,Fairchem Organics Limited,RAJASTHAN GLOBAL SECURITIES PVT LTD,BUY,"35,573",726.75,-
01-JUL-2026,FAIRCHEMOR,Fairchem Organics Limited,RAJASTHAN GLOBAL SECURITIES PVT LTD,SELL,"80,541",711.70,-
01-JUL-2026,GOCOLORS,Go Fashion India Ltd,HRTI PRIVATE LIMITED,BUY,"2,03,463",410.34,-
01-JUL-2026,GOCOLORS,Go Fashion India Ltd,HRTI PRIVATE LIMITED,SELL,"3,15,491",409.71,-
01-JUL-2026,GOCOLORS,Go Fashion India Ltd,QE SECURITIES LLP,BUY,"4,35,403",412.81,-
01-JUL-2026,GOCOLORS,Go Fashion India Ltd,QE SECURITIES LLP,SELL,"4,84,177",410.35,-
01-JUL-2026,GOCOLORS,Go Fashion India Ltd,RAMDOOT REALTORS PVT LTD,BUY,"4,73,378",418.42,-
01-JUL-2026,GOCOLORS,Go Fashion India Ltd,RAMDOOT REALTORS PVT LTD,SELL,"5,06,024",422.40,-
01-JUL-2026,KPITTECH,KPIT Technologies Limited,GRAVITON RESEARCH CAPITAL LLP,BUY,"23,30,544",566.87,-
01-JUL-2026,KPITTECH,KPIT Technologies Limited,GRAVITON RESEARCH CAPITAL LLP,SELL,"23,30,544",567.15,-
01-JUL-2026,LAMOSAIC,Lamosaic India Limited,KARAN BALVANTBHAI PATEL,BUY,"1,60,200",33.39,-
01-JUL-2026,LAMOSAIC,Lamosaic India Limited,KUBER EQUITY SERVICES LLP,BUY,"88,800",33.30,-
01-JUL-2026,LAMOSAIC,Lamosaic India Limited,VINOD JUTHALAL VISARIA,SELL,"2,49,600",33.36,-
01-JUL-2026,MAGSON,Magson Retail And Dist L,ORVANTA CORPORATION LLP,BUY,"74,000",172.00,-
01-JUL-2026,MARKOLINES,Markolines Pavement Tec L,VISTAAR TRADING SERVICE PRIVATE LIMITED,SELL,"1,35,786",182.50,-
01-JUL-2026,MARKOLINES,Markolines Pavement Tec L,VISTAAR TRADING SERVICE PRIVATE LIMITED,BUY,"1,35,786",182.30,-
01-JUL-2026,MOTISONS,Motisons Jewellers Ltd,ARIHANT CAPITAL MARKETS LIMITED,SELL,"67,42,765",14.27,-
01-JUL-2026,MOTISONS,Motisons Jewellers Ltd,ARIHANT CAPITAL MARKETS LIMITED,BUY,"81,20,572",14.30,-
01-JUL-2026,NARMADA,Narmada Agrobase Limited,MSB E TRADE SECURITIES LIMITED,SELL,"2,04,884",36.93,-
01-JUL-2026,NARMADA,Narmada Agrobase Limited,MSB E TRADE SECURITIES LIMITED,BUY,"2,04,884",36.76,-
01-JUL-2026,PAISALO,Paisalo Digital Limited,PSL LIMITED,SELL,"1,96,305",70.92,-
01-JUL-2026,PAISALO,Paisalo Digital Limited,PSL LIMITED,BUY,"65,00,000",66.73,-
01-JUL-2026,RAMBHAJO,Advit Jewels Limited,HOLANI VENTURE CAPITAL FUND- I,BUY,"3,70,000",180.74,-
01-JUL-2026,RAMBHAJO,Advit Jewels Limited,L7 HITECH PRIVATE LIMITED,BUY,"31,70,000",188.86,-
01-JUL-2026,RAMCOSYS,Ramco Systems Limited,HRTI PRIVATE LIMITED,SELL,"4,70,926",811.65,-
01-JUL-2026,RAMCOSYS,Ramco Systems Limited,HRTI PRIVATE LIMITED,BUY,"4,80,316",809.24,-
01-JUL-2026,RAMCOSYS,Ramco Systems Limited,JUNOMONETA FINSOL PRIVATE LIMITED,SELL,"5,45,130",812.06,-
01-JUL-2026,RAMCOSYS,Ramco Systems Limited,JUNOMONETA FINSOL PRIVATE LIMITED,BUY,"5,45,207",811.78,-
01-JUL-2026,RAMCOSYS,Ramco Systems Limited,QE SECURITIES LLP,SELL,"3,44,481",814.21,-
01-JUL-2026,RAMCOSYS,Ramco Systems Limited,QE SECURITIES LLP,BUY,"3,51,096",813.53,-
01-JUL-2026,RITES,RITES Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,SELL,"32,48,982",231.02,-
01-JUL-2026,RITES,RITES Limited,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,BUY,"32,48,982",230.86,-
01-JUL-2026,RITES,RITES Limited,MICROCURVES TRADING PRIVATE LIMITED,SELL,"32,85,568",231.31,-
01-JUL-2026,RITES,RITES Limited,MICROCURVES TRADING PRIVATE LIMITED,BUY,"32,85,568",231.17,-
01-JUL-2026,RITES,RITES Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,SELL,"33,39,294",229.68,-
01-JUL-2026,RITES,RITES Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,BUY,"33,39,294",229.58,-
01-JUL-2026,RITES,RITES Limited,QE SECURITIES LLP,SELL,"45,30,508",229.22,-
01-JUL-2026,RITES,RITES Limited,QE SECURITIES LLP,BUY,"45,30,603",229.68,-
01-JUL-2026,SAJHOTELS,Saj Hotels Limited,REINA R JAISINGHANI,SELL,"88,000",31.37,-
01-JUL-2026,SAKSOFT,Saksoft Limited,BLITZQUANT RESEARCH LLP,SELL,"7,48,718",211.76,-
01-JUL-2026,SAKSOFT,Saksoft Limited,BLITZQUANT RESEARCH LLP,BUY,"7,48,726",211.67,-
01-JUL-2026,SAKSOFT,Saksoft Limited,CLT RESEARCH TECH PRIVATE LTD,SELL,"7,57,558",209.80,-
01-JUL-2026,SAKSOFT,Saksoft Limited,CLT RESEARCH TECH PRIVATE LTD,BUY,"7,57,558",209.75,-
01-JUL-2026,SAKSOFT,Saksoft Limited,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,SELL,"7,70,673",210.47,-
01-JUL-2026,SAKSOFT,Saksoft Limited,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,BUY,"7,73,189",210.02,-
01-JUL-2026,SAKSOFT,Saksoft Limited,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,SELL,"10,91,075",209.32,-
